"PRNCPL_ID","PRNCPL_NM","ENTITY_ID","PRNCPL_PSWD","ACTV_IND","OBJ_ID","VER_NBR"
"10000","kciacucadmin","KCoeus10088","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DBE04A6E9E040DC0A1F8A0F5D",1
"10000000002","kcjtester","KCoeus10001","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9C5A6E9E040DC0A1F8A0F5D",1
"10000000003","kcKULUSER","KCoeus10002","fK69ATFsAydwQuteang+xMva+Tc=","N","EAAE523DB9C6A6E9E040DC0A1F8A0F5D",1
"10000000004","kcmajors","KCoeus10003","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9C7A6E9E040DC0A1F8A0F5D",1
"10000000005","kcchew","KCoeus10004","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9C8A6E9E040DC0A1F8A0F5D",1
"10000000006","kcwoods","KCoeus10005","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9C9A6E9E040DC0A1F8A0F5D",1
"10000000007","kcoblood","KCoeus10006","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9CAA6E9E040DC0A1F8A0F5D",1
"10000000008","kccate","KCoeus10007","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9CBA6E9E040DC0A1F8A0F5D",1
"10000000009","kchoulihan","KCoeus10008","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9CCA6E9E040DC0A1F8A0F5D",1
"10000000010","kcrbpaulin","KCoeus10009","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9CDA6E9E040DC0A1F8A0F5D",1
"10000000011","kcdonugent","KCoeus10010","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9CEA6E9E040DC0A1F8A0F5D",1
"10000000012","kcmbshorte","KCoeus10011","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9CFA6E9E040DC0A1F8A0F5D",1
"10000000013","kcunderwoo","KCoeus10012","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9D0A6E9E040DC0A1F8A0F5D",1
"10000000014","kchweubank","KCoeus10013","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9D1A6E9E040DC0A1F8A0F5D",1
"10000000015","kclvbarger","KCoeus10014","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9D2A6E9E040DC0A1F8A0F5D",1
"10000000016","kcjckahler","KCoeus10015","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9D3A6E9E040DC0A1F8A0F5D",1
"10000000017","kcbyler","KCoeus10016","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9D4A6E9E040DC0A1F8A0F5D",1
"10000000018","kcaemcafee","KCoeus10017","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9D5A6E9E040DC0A1F8A0F5D",1
"10000000019","kcwestfall","KCoeus10018","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9D6A6E9E040DC0A1F8A0F5D",1
"10000000020","kcbbshankl","KCoeus10019","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9D7A6E9E040DC0A1F8A0F5D",1
"10000000021","kcferland","KCoeus10020","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9D8A6E9E040DC0A1F8A0F5D",1
"10000000022","kckhcrabtr","KCoeus10021","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9D9A6E9E040DC0A1F8A0F5D",1
"10000000023","kcfelker","KCoeus10022","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9DAA6E9E040DC0A1F8A0F5D",1
"10000000024","kcmartin","KCoeus10023","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9DBA6E9E040DC0A1F8A0F5D",1
"10000000025","kcsterner","KCoeus10024","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9DCA6E9E040DC0A1F8A0F5D",1
"10000000026","kcchbayles","KCoeus10025","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9DDA6E9E040DC0A1F8A0F5D",1
"10000000027","kctmkato","KCoeus10026","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9DEA6E9E040DC0A1F8A0F5D",1
"10000000028","kccphovis","KCoeus10027","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9DFA6E9E040DC0A1F8A0F5D",1
"10000000029","kcrnmcinty","KCoeus10028","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9E0A6E9E040DC0A1F8A0F5D",1
"10000000030","kceagle","KCoeus10029","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9E1A6E9E040DC0A1F8A0F5D",1
"10000000031","kcmjpond","KCoeus10030","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9E2A6E9E040DC0A1F8A0F5D",1
"10000000032","kcflaherty","KCoeus10031","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9E3A6E9E040DC0A1F8A0F5D",1
"10000000033","kcmukoss","KCoeus10032","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9E4A6E9E040DC0A1F8A0F5D",1
"10000000034","kcmceacher","KCoeus10033","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9E5A6E9E040DC0A1F8A0F5D",1
"10000000035","kcwacuna","KCoeus10034","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9E6A6E9E040DC0A1F8A0F5D",1
"10000000036","kcschulte","KCoeus10035","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9E7A6E9E040DC0A1F8A0F5D",1
"10000000037","kcodevries","KCoeus10036","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9E8A6E9E040DC0A1F8A0F5D",1
"10000000038","kcdxdevane","KCoeus10037","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9E9A6E9E040DC0A1F8A0F5D",1
"10000000039","kcpsmock","KCoeus10038","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9EAA6E9E040DC0A1F8A0F5D",1
"10000000040","kclvclinks","KCoeus10039","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9EBA6E9E040DC0A1F8A0F5D",1
"10000000041","kcbrunelle","KCoeus10040","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9ECA6E9E040DC0A1F8A0F5D",1
"10000000042","kccbernal","KCoeus10041","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9EDA6E9E040DC0A1F8A0F5D",1
"10000000043","kcborst","KCoeus10042","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9EEA6E9E040DC0A1F8A0F5D",1
"10000000044","kcwsoileau","KCoeus10043","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9EFA6E9E040DC0A1F8A0F5D",1
"10000000045","kcburd","KCoeus10044","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9F0A6E9E040DC0A1F8A0F5D",1
"10000000046","kcengel","KCoeus10045","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9F1A6E9E040DC0A1F8A0F5D",1
"10000000047","kcheadley","KCoeus10046","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9F2A6E9E040DC0A1F8A0F5D",1
"10000000048","kcrpgailey","KCoeus10047","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9F3A6E9E040DC0A1F8A0F5D",1
"10000000049","kcshields","KCoeus10048","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9F4A6E9E040DC0A1F8A0F5D",1
"10000000050","kcelgin","KCoeus10049","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9F5A6E9E040DC0A1F8A0F5D",1
"10000000051","kcboman","KCoeus10050","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9F6A6E9E040DC0A1F8A0F5D",1
"10000000052","kcduggins","KCoeus10051","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9F7A6E9E040DC0A1F8A0F5D",1
"10000000053","kckhowens","KCoeus10052","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9F8A6E9E040DC0A1F8A0F5D",1
"10000000054","kcndarr","KCoeus10053","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9F9A6E9E040DC0A1F8A0F5D",1
"10000000055","kccary","KCoeus10054","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9FAA6E9E040DC0A1F8A0F5D",1
"10000000056","kcclmcbee","KCoeus10055","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9FBA6E9E040DC0A1F8A0F5D",1
"10000000057","kcralston","KCoeus10056","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9FCA6E9E040DC0A1F8A0F5D",1
"10000000058","kcmwmartin","KCoeus10057","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9FDA6E9E040DC0A1F8A0F5D",1
"10000000059","kcrrabbit","KCoeus10058",NULL,"Y","EAAE523DB9FEA6E9E040DC0A1F8A0F5D",1
"10000000061","kcawdviewer","KCoeus10059","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DB9FFA6E9E040DC0A1F8A0F5D",1
"10000000062","kcawddocviewer","KCoeus10060","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DBA00A6E9E040DC0A1F8A0F5D",1
"10000000063","kcawdbudviewer","KCoeus10061","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DBA01A6E9E040DC0A1F8A0F5D",1
"10000000064","kcipviewer","KCoeus10062","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DBA02A6E9E040DC0A1F8A0F5D",1
"10000000081","kcaslusar","KCoeus10063","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DBA03A6E9E040DC0A1F8A0F5D",1
"10000000082","kctdurkin","KCoeus10064","fK69ATFsAydwQuteang+xMva+Tc=","Y","EAAE523DBA04A6E9E040DC0A1F8A0F5D",1
