"ENTITY_EMAIL_ID","ENTITY_ID","ENT_TYP_CD","EMAIL_TYP_CD","EMAIL_ADDR","DFLT_IND","ACTV_IND","OBJ_ID","VER_NBR"
"10002","10002","PERSON","WRK","KULUSER@kuali.org","Y","Y","AA51CAC0E9B67EC0E040DC0A1F8A40D0","1"
"10003","10003","PERSON","WRK","majors@kuali.org","Y","Y","AA51CAC0E9B77EC0E040DC0A1F8A40D0","1"
"10004","10004","PERSON","WRK","chew@kuali.org","Y","Y","AA51CAC0E9B87EC0E040DC0A1F8A40D0","1"
"10005","10005","PERSON","WRK","woods@kuali.org","Y","Y","AA51CAC0E9B97EC0E040DC0A1F8A40D0","1"
"10006","10006","PERSON","WRK","oblood@kuali.org","Y","Y","AA51CAC0E9BA7EC0E040DC0A1F8A40D0","1"
"10007","10007","PERSON","WRK","cate@kuali.org","Y","Y","AA51CAC0E9BB7EC0E040DC0A1F8A40D0","1"
"10008","10008","PERSON","WRK","houlihan@kuali.org","Y","Y","AA51CAC0E9BC7EC0E040DC0A1F8A40D0","1"
"10009","10009","PERSON","WRK","rbpaulin@kuali.org","Y","Y","AA51CAC0E9BD7EC0E040DC0A1F8A40D0","1"
"10010","10010","PERSON","WRK","donugent@kuali.org","Y","Y","AA51CAC0E9BE7EC0E040DC0A1F8A40D0","1"
"10011","10011","PERSON","WRK","mbshorte@kuali.org","Y","Y","AA51CAC0E9BF7EC0E040DC0A1F8A40D0","1"
"10012","10012","PERSON","WRK","underwoo@kuali.org","Y","Y","AA51CAC0E9C07EC0E040DC0A1F8A40D0","1"
"10013","10013","PERSON","WRK","hweubank@kuali.org","Y","Y","AA51CAC0E9C17EC0E040DC0A1F8A40D0","1"
"10014","10014","PERSON","WRK","lvbarger@kuali.org","Y","Y","AA51CAC0E9C27EC0E040DC0A1F8A40D0","1"
"10015","10015","PERSON","WRK","jckahler@kuali.org","Y","Y","AA51CAC0E9C37EC0E040DC0A1F8A40D0","1"
"10016","10016","PERSON","WRK","byler@kuali.org","Y","Y","AA51CAC0E9C47EC0E040DC0A1F8A40D0","1"
"10017","10017","PERSON","WRK","aemcafee@kuali.org","Y","Y","AA51CAC0E9C57EC0E040DC0A1F8A40D0","1"
"10018","10018","PERSON","WRK","westfall@kuali.org","Y","Y","AA51CAC0E9C67EC0E040DC0A1F8A40D0","1"
"10019","10019","PERSON","WRK","bbshankl@kuali.org","Y","Y","AA51CAC0E9C77EC0E040DC0A1F8A40D0","1"
"10020","10020","PERSON","WRK","ferland@kuali.org","Y","Y","AA51CAC0E9C87EC0E040DC0A1F8A40D0","1"
"10021","10021","PERSON","WRK","khcrabtr@kuali.org","Y","Y","AA51CAC0E9C97EC0E040DC0A1F8A40D0","1"
"10022","10022","PERSON","WRK","felker@kuali.org","Y","Y","AA51CAC0E9CA7EC0E040DC0A1F8A40D0","1"
"10023","10023","PERSON","WRK","martin@kuali.org","Y","Y","AA51CAC0E9CB7EC0E040DC0A1F8A40D0","1"
"10024","10024","PERSON","WRK","sterner@kuali.org","Y","Y","AA51CAC0E9CC7EC0E040DC0A1F8A40D0","1"
"10025","10025","PERSON","WRK","chbayles@kuali.org","Y","Y","AA51CAC0E9CD7EC0E040DC0A1F8A40D0","1"
"10026","10026","PERSON","WRK","tmkato@kuali.org","Y","Y","AA51CAC0E9CE7EC0E040DC0A1F8A40D0","1"
